Flag,Student Number,Assignment Name,Submission File Name,Answer File Name,Version,Volume Mark,Surface Area Mark,Center of Gravity Mark,Moment of Inertia Mark,Subjective Mark,Total Mark
Flagged,400068005,Lab Week 4,400068005_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400068047,Lab Week 4,400068047_VK.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400068231,Lab Week 4,400068231_VC.stl,ANSWER_VC.stl,VC,0/5,1/5,0/5,0/5,0/0,1/20
Flagged,400068241,Lab Week 4,400068241_VD.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400068540,Lab Week 4,400068540_VA.stl,ANSWER_VA.stl,VA,0/5,1/5,0/5,0/5,0/0,1/20
Not Flagged,400069152,Lab Week 4,400069152_VA.stl,ANSWER_VA.stl,VA,5/5,5/5,5/5,5/5,0/0,20/20
Flagged,400069194,Lab Week 4,400069194_VF.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400069338,Lab Week 4,400069338_VO.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400069502,Lab Week 4,400069502_VJ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400069592,Lab Week 4,400069592_VI.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400069623,Lab Week 4,400069623_VE.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400070110,Lab Week 4,400070110_VH.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400070401,Lab Week 4,400070401_VZ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Not Flagged,400070515,Lab Week 4,400070515_VA.stl,ANSWER_VA.stl,VA,5/5,5/5,5/5,5/5,0/0,20/20
Flagged,400070592,Lab Week 4,400070592_VR.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400070729,Lab Week 4,400070729_VR.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400070777,Lab Week 4,400070777_VF.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400071024,Lab Week 4,400071024_VU.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400071290,Lab Week 4,400071290_VM.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400071563,Lab Week 4,400071563_VF.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Not Flagged,400071587,Lab Week 4,400071587_VA.stl,ANSWER_VA.stl,VA,5/5,5/5,5/5,5/5,0/0,20/20
Flagged,400071732,Lab Week 4,400071732_VW.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400072022,Lab Week 4,400072022_VO.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400072182,Lab Week 4,400072182_VA.stl,ANSWER_VA.stl,VA,0/5,1/5,0/5,0/5,0/0,1/20
Flagged,400072361,Lab Week 4,400072361_VB.stl,ANSWER_VB.stl,VB,0/5,1/5,0/5,0/5,0/0,1/20
Flagged,400072509,Lab Week 4,400072509_VM.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400072933,Lab Week 4,400072933_VZ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400073044,Lab Week 4,400073044_VJ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400073542,Lab Week 4,400073542_VG.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400073712,Lab Week 4,400073712_VJ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Not Flagged,400073966,Lab Week 4,400073966_VB.stl,ANSWER_VB.stl,VB,5/5,5/5,5/5,5/5,0/0,20/20
Flagged,400074347,Lab Week 4,400074347_VB.stl,ANSWER_VB.stl,VB,5/5,5/5,5/5,0/5,0/0,15/20
Flagged,400074360,Lab Week 4,400074360_VE.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400074791,Lab Week 4,400074791_VF.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400075231,Lab Week 4,400075231_VA.stl,ANSWER_VA.stl,VA,5/5,5/5,5/5,0/5,0/0,15/20
Flagged,400075386,Lab Week 4,400075386_VM.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400075474,Lab Week 4,400075474_VI.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400075626,Lab Week 4,400075626_VW.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400075874,Lab Week 4,400075874_VP.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Not Flagged,400076074,Lab Week 4,400076074_VA.stl,ANSWER_VA.stl,VA,5/5,5/5,5/5,5/5,0/0,20/20
Flagged,400076182,Lab Week 4,400076182_VV.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400076796,Lab Week 4,400076796_VI.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400076928,Lab Week 4,400076928_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400076957,Lab Week 4,400076957_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400077493,Lab Week 4,400077493_VU.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400077933,Lab Week 4,400077933_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400078424,Lab Week 4,400078424_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400078605,Lab Week 4,400078605_VM.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400078663,Lab Week 4,400078663_VF.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400078672,Lab Week 4,400078672_VR.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400078750,Lab Week 4,400078750_VJ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400079171,Lab Week 4,400079171_VU.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400079284,Lab Week 4,400079284_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400079523,Lab Week 4,400079523_VF.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400079696,Lab Week 4,400079696_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400079802,Lab Week 4,400079802_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400079956,Lab Week 4,400079956_VL.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400080019,Lab Week 4,400080019_VL.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400080582,Lab Week 4,400080582_VW.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400080694,Lab Week 4,400080694_VD.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400080701,Lab Week 4,400080701_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400081385,Lab Week 4,400081385_VJ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400081469,Lab Week 4,400081469_VI.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400081946,Lab Week 4,400081946_VE.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Not Flagged,400081979,Lab Week 4,400081979_VB.stl,ANSWER_VB.stl,VB,5/5,5/5,5/5,5/5,0/0,20/20
Flagged,400082178,Lab Week 4,400082178_VI.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400082219,Lab Week 4,400082219_VO.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400082347,Lab Week 4,400082347_VE.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400082417,Lab Week 4,400082417_VU.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400082798,Lab Week 4,400082798_VE.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400082943,Lab Week 4,400082943_VQ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400083469,Lab Week 4,400083469_VE.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400084231,Lab Week 4,400084231_VC.stl,ANSWER_VC.stl,VC,0/5,1/5,0/5,0/5,0/0,1/20
Flagged,400084437,Lab Week 4,400084437_VP.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400084536,Lab Week 4,400084536_VE.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400084916,Lab Week 4,400084916_VX.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400085093,Lab Week 4,400085093_VR.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400085209,Lab Week 4,400085209_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400085738,Lab Week 4,400085738_VX.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Not Flagged,400086170,Lab Week 4,400086170_VA.stl,ANSWER_VA.stl,VA,5/5,5/5,5/5,5/5,0/0,20/20
Flagged,400086210,Lab Week 4,400086210_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400086682,Lab Week 4,400086682_VP.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400087533,Lab Week 4,400087533_VV.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400087713,Lab Week 4,400087713_VE.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400088533,Lab Week 4,400088533_VQ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400088812,Lab Week 4,400088812_VW.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400089343,Lab Week 4,400089343_VO.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400089750,Lab Week 4,400089750_VG.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400090516,Lab Week 4,400090516_VI.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400090521,Lab Week 4,400090521_VW.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400090649,Lab Week 4,400090649_VW.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400091401,Lab Week 4,400091401_VI.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400091601,Lab Week 4,400091601_VD.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400091904,Lab Week 4,400091904_VX.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400091993,Lab Week 4,400091993_VI.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400092132,Lab Week 4,400092132_VU.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400092211,Lab Week 4,400092211_VH.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400092660,Lab Week 4,400092660_VO.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400092813,Lab Week 4,400092813_VY.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Not Flagged,400092904,Lab Week 4,400092904_VA.stl,ANSWER_VA.stl,VA,5/5,5/5,5/5,5/5,0/0,20/20
Flagged,400093147,Lab Week 4,400093147_VH.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400093790,Lab Week 4,400093790_VF.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400094788,Lab Week 4,400094788_VZ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Not Flagged,400094889,Lab Week 4,400094889_VB.stl,ANSWER_VB.stl,VB,5/5,5/5,5/5,5/5,0/0,20/20
Flagged,400094982,Lab Week 4,400094982_VR.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400095546,Lab Week 4,400095546_VJ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Not Flagged,400095829,Lab Week 4,400095829_VB.stl,ANSWER_VB.stl,VB,5/5,5/5,5/5,5/5,0/0,20/20
Flagged,400096105,Lab Week 4,400096105_VZ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400096160,Lab Week 4,400096160_VJ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400096258,Lab Week 4,400096258_VD.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400096667,Lab Week 4,400096667_VC.stl,ANSWER_VC.stl,VC,5/5,5/5,5/5,0/5,0/0,15/20
Flagged,400096868,Lab Week 4,400096868_VD.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400096905,Lab Week 4,400096905_VW.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400097354,Lab Week 4,400097354_VB.stl,ANSWER_VB.stl,VB,0/5,1/5,0/5,0/5,0/0,1/20
Flagged,400097636,Lab Week 4,400097636_VJ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400097683,Lab Week 4,400097683_VZ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400097740,Lab Week 4,400097740_VN.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Not Flagged,400098000,Lab Week 4,400098000_VC.stl,ANSWER_VC.stl,VC,5/5,5/5,5/5,5/5,0/0,20/20
Flagged,400098051,Lab Week 4,400098051_VW.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400098091,Lab Week 4,400098091_VM.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400098689,Lab Week 4,400098689_VM.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400098774,Lab Week 4,400098774_VC.stl,ANSWER_VC.stl,VC,5/5,5/5,5/5,0/5,0/0,15/20
Flagged,400099133,Lab Week 4,400099133_VL.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400099149,Lab Week 4,400099149_VX.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400099418,Lab Week 4,400099418_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400099508,Lab Week 4,400099508_VW.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400099739,Lab Week 4,400099739_VE.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Not Flagged,400099999,Lab Week 4,400099999_VA.stl,ANSWER_VA.stl,VA,5/5,5/5,5/5,5/5,0/0,20/20
Flagged,400010377,Lab Week 5,400010377_VY.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400010490,Lab Week 5,400010490_VM.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400010694,Lab Week 5,400010694_VO.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400010710,Lab Week 5,400010710_VA.stl,ANSWER_VA.stl,VA,0/5,1/5,0/5,0/5,0/0,1/20
Flagged,400010739,Lab Week 5,400010739_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400010802,Lab Week 5,400010802_VD.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400010854,Lab Week 5,400010854_VP.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400011037,Lab Week 5,400011037_VD.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Not Flagged,400011039,Lab Week 5,400011039_VA.stl,ANSWER_VA.stl,VA,5/5,5/5,5/5,5/5,0/0,20/20
Flagged,400011441,Lab Week 5,400011441_VR.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400011620,Lab Week 5,400011620_VM.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400011654,Lab Week 5,400011654_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400011788,Lab Week 5,400011788_VO.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400011923,Lab Week 5,400011923_VK.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400012648,Lab Week 5,400012648_VE.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400013080,Lab Week 5,400013080_VJ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Not Flagged,400013143,Lab Week 5,400013143_VB.stl,ANSWER_VB.stl,VB,5/5,5/5,5/5,5/5,0/0,20/20
Flagged,400013457,Lab Week 5,400013457_VW.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400013536,Lab Week 5,400013536_VN.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400013618,Lab Week 5,400013618_VN.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400013655,Lab Week 5,400013655_VX.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400013672,Lab Week 5,400013672_VY.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400013985,Lab Week 5,400013985_VJ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400014281,Lab Week 5,400014281_VW.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Not Flagged,400014505,Lab Week 5,400014505_VB.stl,ANSWER_VB.stl,VB,5/5,5/5,5/5,5/5,0/0,20/20
Flagged,400014722,Lab Week 5,400014722_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400015116,Lab Week 5,400015116_VU.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400015522,Lab Week 5,400015522_VA.stl,ANSWER_VA.stl,VA,0/5,0/5,0/5,0/5,0/0,0/20
Flagged,400015600,Lab Week 5,400015600_VZ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400015604,Lab Week 5,400015604_VX.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400016369,Lab Week 5,400016369_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400016403,Lab Week 5,400016403_VQ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400016631,Lab Week 5,400016631_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400016854,Lab Week 5,400016854_VB.stl,ANSWER_VB.stl,VB,0/5,0/5,0/5,0/5,0/0,0/20
Flagged,400016866,Lab Week 5,400016866_VN.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Not Flagged,400017440,Lab Week 5,400017440_VB.stl,ANSWER_VB.stl,VB,5/5,5/5,5/5,5/5,0/0,20/20
Flagged,400017482,Lab Week 5,400017482_VF.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400017553,Lab Week 5,400017553_VY.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400017919,Lab Week 5,400017919_VW.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400018013,Lab Week 5,400018013_VM.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400018243,Lab Week 5,400018243_VE.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400018294,Lab Week 5,400018294_VQ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400019042,Lab Week 5,400019042_VP.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400019308,Lab Week 5,400019308_VD.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400019547,Lab Week 5,400019547_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400020046,Lab Week 5,400020046_VO.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Not Flagged,400020558,Lab Week 5,400020558_VC.stl,ANSWER_VC.stl,VC,5/5,5/5,5/5,5/5,0/0,20/20
Flagged,400020650,Lab Week 5,400020650_VE.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400021054,Lab Week 5,400021054_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400021092,Lab Week 5,400021092_VM.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400021569,Lab Week 5,400021569_VI.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400021643,Lab Week 5,400021643_VR.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400021726,Lab Week 5,400021726_VC.stl,ANSWER_VC.stl,VC,0/5,1/5,0/5,0/5,0/0,1/20
Flagged,400021759,Lab Week 5,400021759_VB.stl,ANSWER_VB.stl,VB,0/5,1/5,0/5,0/5,0/0,1/20
Flagged,400021928,Lab Week 5,400021928_VQ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400022316,Lab Week 5,400022316_VQ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400022380,Lab Week 5,400022380_VV.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400022924,Lab Week 5,400022924_VX.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400022939,Lab Week 5,400022939_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400022963,Lab Week 5,400022963_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400023193,Lab Week 5,400023193_VK.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400023273,Lab Week 5,400023273_VW.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400023718,Lab Week 5,400023718_VC.stl,ANSWER_VC.stl,VC,5/5,5/5,5/5,0/5,0/0,15/20
Flagged,400023775,Lab Week 5,400023775_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400023776,Lab Week 5,400023776_VW.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Not Flagged,400024846,Lab Week 5,400024846_VB.stl,ANSWER_VB.stl,VB,5/5,5/5,5/5,5/5,0/0,20/20
Flagged,400025261,Lab Week 5,400025261_VB.stl,ANSWER_VB.stl,VB,0/5,1/5,0/5,0/5,0/0,1/20
Flagged,400025335,Lab Week 5,400025335_VC.stl,ANSWER_VC.stl,VC,0/5,0/5,0/5,0/5,0/0,0/20
Flagged,400025640,Lab Week 5,400025640_VR.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400025728,Lab Week 5,400025728_VB.stl,ANSWER_VB.stl,VB,0/5,1/5,0/5,0/5,0/0,1/20
Flagged,400025775,Lab Week 5,400025775_VN.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400025785,Lab Week 5,400025785_VL.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400026211,Lab Week 5,400026211_VB.stl,ANSWER_VB.stl,VB,0/5,1/5,0/5,0/5,0/0,1/20
Flagged,400026239,Lab Week 5,400026239_VP.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400026267,Lab Week 5,400026267_VI.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400026455,Lab Week 5,400026455_VP.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400027079,Lab Week 5,400027079_VH.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400027340,Lab Week 5,400027340_VN.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400027397,Lab Week 5,400027397_VU.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400027533,Lab Week 5,400027533_VK.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Not Flagged,400027594,Lab Week 5,400027594_VC.stl,ANSWER_VC.stl,VC,5/5,5/5,5/5,5/5,0/0,20/20
Flagged,400027710,Lab Week 5,400027710_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400027941,Lab Week 5,400027941_VE.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400028061,Lab Week 5,400028061_VK.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400028850,Lab Week 5,400028850_VN.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400028861,Lab Week 5,400028861_VG.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400029500,Lab Week 5,400029500_VV.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400029570,Lab Week 5,400029570_VD.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Not Flagged,400030093,Lab Week 5,400030093_VB.stl,ANSWER_VB.stl,VB,5/5,5/5,5/5,5/5,0/0,20/20
